idtbl_pregunta,titulo,respuesta,id_usuario_creador,fecha_creacion,id_usuario_ultima_modificacion,fecha_ultima_modificacion,id_producto,id_estado,fecha_ult_actualizacion_keywords,keywords_rag,Vigencia,estado_carga,dias_vigencia,justificacion_garante,justificacion_curador,publicado_workplace,fecha_publicacion
1799,¿Cómo descargar los diferentes tipos de certificaciones?,"Los certificados bancarios son documentos emitidos por el banco a solicitud del cliente, que contienen información sobre el saldo de sus productos, movimientos, intereses pagados, retenciones y gravámenes financieros, solicitudes de paz y salvos, certificaciones tributarias, de productos y de cartera entre otros. A continuación, te explicamos cómo obtener una certificación según su tipo:Paz y Salvo.Especial de cartera.Movimientos y transacciones.Conoce cómo descargar las certificaciones desde la App Davivienda o página web para los siguientes documentos:Certificación Tributaria. Certificación de Producto (excepto certificaciones de cuentas canceladas).Certificación de Cartera.¿Cómo descargar certificaciones en nuestra app Davivienda?Ingresa a la App Davivienda y selecciona el producto que quieres consultar.Da clic en «servicios» y luego en «descargar certificación»Selecciona el tipo de certificación que deseas descargar:Certificación tributaria.Certificación de productoCertificación de cartera.Ingresa la información solicitada y luego se habilitarán las opciones propias del sistema operativo para la descarga del documento.La App permite personalizar la opción de a quién va dirigido, la ciudad de emisión y el idioma (inglés o español).Consulta más información aquí☝Conoce el paso a paso para descargar las certificaciones ingresando aquí. ¿Cómo descargar certificaciones a través de www.davivienda.com?En www.davivienda.com podrás descargar certificados así:Ingresacon número de documento y la Clave VirtualSelecciona la opción de Más Servicios y clic en «Certificaciones y Paz y Salvos». https://www.appdavivienda.com/servicios/consultas/certificaciones/ https://docs.google.com/presentation/d/1JlTh5UW59a4yhrscijUQ5T3crEI6kZLy-5R2AKrFfek/edit?slide=id.p3#slide=id.p3 https://www.davivienda.com/wps/portal/personas/nuevo",97,2020-01-24 00:00:00,97.0,2025-05-22 00:00:00,144,3,2025-04-23 00:00:00,"certificaciones, descarga_certificaciones, informacion_certificaciones",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
7507,¿Cómo descargar certificaciones de un FIC Consolidar o una Preventa Inmobiliaria?,"Invita al cliente a ingresar a www.Davivienda.com a través de la siguiente ruta:Ingreso clientesSeleccionar el tipo de documentoIngresar número de documento y la clave virtualIngresar a inversionesSeleccionar el Fondo de Inversión ConsolidarDar clic en Administre su fondoIngresar a consultasDar clic en certificacionesSeleccionar el tipo de certificación que necesita, diligenciar los datos solicitados y dar clic en descargar.Puedes verificar el proceso con el siguiente vídeo. https://www.davivienda.com/wps/portal/personas/nuevo https://drive.google.com/file/d/1CJZmSKQv9NhQxFBARATgk0V5dsJu879Z/view",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,331,3,2025-02-07 00:00:00,"certificaciones, fic_consolidar, preventa_inmobiliaria",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
5621,¿Se pueden inscribir varias cuentas de otros bancos para retiros de los Fondos de Inversión Colectiva o del Fondo Voluntario de Pensión Dafuturo?,"Si es posible inscribir varias cuentas de otros bancos para retiros de los Fondos de Inversión Colectiva o del Fondo Voluntario de Pensión Dafuturo, para esto ten en cuenta lo siguiente:Fondos de Inversión Colectiva (FIC):Persona natural: Si tiene cuenta Davivienda puede autogestionarse ingresando al portal davivienda.com con usuario y contraseña, una vez haya ingresado debe seguir estos pasos:Seleccionar “Cuentas”Dar clic en “Inscribir” y elegir la opción “Inscribir cuentas y depósitos electrónicos para transferencias”.Escoger la opción “Cuentas y depósitos electrónicos de otras entidades financieras en Colombia”Dar clic en “Adicionar”.Si no tiene cuenta Davivienda, puede hacerlo a través de su ejecutivo comercial o en la Red de Oficinas Davivienda.Persona jurídica: La Inscripción de cuentas a través Portal Pyme y Portal Empresarial para hacer retiros del Fondo de Inversión Colectiva Superior y Rentalíquida hacia una cuenta de otro banco si es posible, se debe hacer de la siguiente manera:Ingresando al portal transaccional de empresas con su usuario y contraseñaEn el menú Pagos y Transferencias dar clic en “Inscripciones” / “Nueva inscripción”.En servicio destino “Transferencias”, “Usos y Avances”, o “Todos”.La App de Empresas no es un canal habilitado para la inscripción de cuentas de otros bancos.Para tener en cuenta:Si el retiro es a cuentas Davivienda no requiere asociar una cuenta para retiros y podrá seleccionar cualquiera de las cuentas Davivienda que tenga activas.Si el retiro es a cuenta de otro banco debe asociar la cuenta para retiros a través de su ejecutivo comercial o en la Red de Oficinas Davivienda.La inscripción de cuentas de otros bancos no tiene límite, podrá inscribir cuantas cuentas desee; no obstante, la asociación de cuenta para retiro es una sola, si desea realizar el cambio deberá gestionar la novedadTodos los retiros que realice con posterioridad a la asociación de una cuenta de otro banco se realizarán a dicha cuenta.La App no es un canal habilitado para la inscripción de cuentas de otros bancos.Recuerda que a partir del 31 de marzo de 2024 este servicio se suspenderá por el canal tradicional de carta o correo electrónico y solo estará disponible en el canal digital. Fondo Voluntario de Pensión Dafuturo:Persona natural: Si tiene cuenta Davivienda puede autogestionarse ingresando al sitio WEB Davivienda.com con su usuario y contraseña, una vez haya ingresado siga esta ruta:Seleccionar Dafuturo y dar clic en “Administre su Dafuturo”Dar clic “Novedades”Escoger “Adicionar / Modificar o Eliminar Cuentas para Retiros”.Adicionar la cuenta y dar clic en “Guardar”.Recuerda:Si no tiene cuenta Davivienda, puede hacerlo a través de su ejecutivo comercial o en la Red de Oficinas Davivienda.Si el retiro se realiza antes de las 3 p.m se ve reflejado en la otra entidad el mismo día del movimiento.",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,332,3,2025-06-03 00:00:00,"amortizacion, corto_plazo",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
3668,¿Qué es Factoring en el proceso de factura electrónica?,"Factoring es un servicio financiero de cobros que se ofrece para la empresa y sus proveedores con la finalidad de que tengan liquidez. La empresa tiene la decisión de anticipar el pago de sus facturas, negociando reponer el dinero en un plazo específico al banco.",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,279,3,2025-06-03 00:00:00,"factoring, factura_electronica, proceso",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
5382,¿Cómo realizar la apertura de fondos de inversión en los canales virtuales?,"Nuestros clientes pueden realizar la apertura de sus productos de inversión (Fondo Voluntario de Pensión Dafuturo y Fondo de Inversión Colectiva Superior) por la zona transaccional ingresando a www.davivienda.com en la opción abrir productos en línea. El cliente debe seguir los siguientes pasos:Para las apertura de Dafuturo y Fondos de Inversión Colectiva debes diligenciar y hacer firmar por parte del cliente:Formatos de aperturaEncuestas de perfil del clienteRemitir estos documentos en las tulas y recorridos establecidos para que Gestión Documental pueda hacer la debida digitalización. Así evitamos errores y faltantes documentales en el procedimiento.Información para tener en cuenta:Si al cliente no le llegan los documentos de apertura de un fondo que se creó por la App, el cliente puede comunicarse con la Mesa de Asesoría (#113, opción 1 mesa de asesoría) un día después de la apertura.Para abrir un fondo de manera digital se necesita tener clave virtual por lo que una persona que no está vinculada puede abrir una cuenta móvil, asignar clave virtual y luego abrir el fondo que desee, Dafuturo o un Fondo de Inversión Colectiva Superior.Si se abre un fondo Dafuturo por la APP o Davivienda.com y no se le deposita el dinero se debe mantener vigente, si el cliente no desea continuar con la inversión debe solicitar la programación de la cancelación en oficina a partir del día siguiente de la apertura.Si se abre un fondo Superior por la APP o Davivienda.com y no se le deposita el dinero se cancela automáticamente pasados 7 días desde la apertura.Si la encuesta de riesgo tiene como resultado un perfil conservador no le permite la apertura, se le invitará a realizar nuevamente la encuesta de perfil de riesgo por davivienda.com, App Davivienda o App de Inversiones para que pueda reperfilarse y así disfrutar de los Fondos que tenemos para realizar la apertura virtual.Un cliente exclusivo del Banco puede abrir un fondo de manera digital y necesita tener clave virtual por lo que una persona que no está vinculada puede abrir una cuenta móvil, asignar clave virtual y luego abrir el fondo que desee Dafuturo o un fondo de inversión colectiva Superior.La información del cliente debe estar actualizada en cliente 360.¿Cómo consultar el número del fondo de inversión?Para que puedas consultar el número del fondo de inversión debes invitar al cliente a descargar el extracto de su fondo de inversión por medio de los canales virtuales para poder conocer el número.A través de www.davivienda.com porla siguiente ruta:Ingreso clientes/ Número de documento y Clave VirtualPor la opción “Inversiones” seleccionar el fondo de inversiónDar clic en “Administre su fondo”, “Consultas” y después “Consultas de extractos”.Por nuestra app Davivienda:Ingresar número de identificación y Clave VirtualPor la opción “Inversiones”Seleccionar fondo de inversiónAllí consultar la opción “Extractos”.¿Qué hacer si al momento de abrir un Fondo de Inversión móvil genera un mensaje de error?A continuación puedes validar los posibles errores que puede arrojar el canal a la hora de abrir un FIC, recuerda que algunos procesos se realizan a través de Teller Elevate.:En este momento no podemos realizar la apertura. Por favor intente más tarde:Si el error se genera una vez da clic en Dafuturo o Fondo de Inversión: Es porqué el aplicativo SAF, se encuentra en proceso de cierre de los Fondos. Si eres de oficina debes validar con nuestros expertos ingresando al chat, ellos te indicarán si nos encontramos en contingencia operativa para estos productos y confirmar el tiempo posible de solución.Si el error se genera una vez da clic en Abrir Dafuturo o Abrir Fondo: Sucede porqué los datos del cliente no están completos en cliente 360, debes revisar que los siguientes campos se encuentran diligenciados en Cliente 360: Tipo de ID, Número de ID, Nombres, Apellido, sexo, fecha de nacimiento, Dirección, Teléfono móvil, Ciudad y Correo electrónico; en caso que algún de estos datos no estén diligenciados realiza la respectiva actualización.No podemos atender su solicitud por este canal: Este mensaje aparece cuando el cliente está en una lista restrictiva. Debes continuar con el proceso actual para un cliente que se encuentre en listas restrictivas. Infórmale al cliente que por el canal digital no podemos realizar la apertura del Fondo; y que debe proceder a realizar el proceso por oficina.Comunicación no disponible en el momento, intente más tarde (APP): Este mensaje aparece cuando hay un error de comunicación o conexión en el proceso. Debes hacer lo siguiente: Revisar que el cliente esté conectado a Internet e intentar nuevamente, y si persiste el problema se debe realizar el proceso por Davivienda.com a través del celular del cliente. Si en Davivienda.com sucede lo mismo, debemos realizar el proceso por en oficina para que sea creado en Cliente 360. Debes indicarle al cliente que en este momento nuestra plataforma de apertura de fondos se encuentra congestionada. Si usted lo desea, podemos realizar la apertura del fondo a través de www.Davivienda.com.El primer aporte no se pudo realizar por fallas de comunicación: Este mensaje aparece cuando hay un error de comunicación o conexión en el proceso. Debes hacer lo siguiente: Revisar que el cliente esté conectado a internet e intentar nuevamente por la opción Transferencias/Entre mis productos Si persiste el error, en oficina debemos realizar el proceso por CIM o Elevate.Su primer aporte fue exitoso y la programación de sus próximos aportes presentó inconvenientes para programarlos diríjase a la opción de Novedades del producto: Este mensaje aparece cuando hay un error de comunicación o conexión en el proceso. Por lo cual es necesario revisar que el cliente esté conectado a Internet e intentar por Davivienda.com por la opción Administre su fondo/Novedades/Inscribir, Modificar o Eliminar Aportes Automáticos Si sucede lo mismo, debemos realizar el proceso en Oficina por CIM.En este momento no podemos realizar la apertura, intente más tarde al dar clic en la apertura de un fondo de inversión en la página: Este mensaje se puede generar porque no se completaron datos como dirección y correo electrónico. Para actualizarlos, el cliente debe ingresar al menú Más servicios que se encuentra en la parte superior de la página www.davivienda.com, seleccionando la opción Actualización de datos.En este momento no podemos realizar la apertura, intente más tarde cuando se ingresa por la opción de abrir en línea Dafuturo: Este mensaje se genera cuando se intenta realizar la apertura virtual del producto en las horas en las que el sistema está haciendo el cierre de los fondos, este cierre se realiza todos los días entre las 12:00 a.m. y 3:00 am. Después de ese horario se podrá realizar la apertura.En este momento no podemos realizar la apertura, intente más tarde cuando se ingresa por la opción de abrir en línea el FIC Superior: Este mensaje se genera cuando se intenta realizar la apertura virtual del producto en las horas en las que el sistema está haciendo el cierre de los fondos; este cierre se realiza todos los días entre las 11:00 p.m. y 5:00 am. Después de ese horario se podrá realizar la apertura.“Error: Apertura no exitosa”: Cuando sucedan estos casos, se debe validar inicialmente en Coeasy que efectivamente no se haya realizado la apertura del producto, si no quedo se debe explicar al cliente que corresponden a un tema de Time out, ante estas situaciones se debe invitar al cliente a intentarlo nuevamente. Si quedó aperturado el fondo se le debe informar que quedó la solicitud en el sistema.¿Qué Fondos de Inversión Colectiva se pueden abrir en Davivienda Corredores?A través del portal transaccional de Davivienda Corredores, los clientes pueden realizar la apertura de los siguientes fondos de inversión de la Comisionista:Fic Acciones GlobalesFic Diversificado ModeradoFic Renta Fija LP - MultiescalaFic Diversificado InternacionalFic Diversificado ConservadorFic Renta Fija Largo PlazoFic InterésFic Finca Raíz InternacionalImportante: Para realizar la apertura a través del portal transaccional de Davivienda Corredores los clientes deben tener saldo en cuenta en bajo los siguientes ítems:Saldo Operación BursátilSaldo Administración ValoresSaldo Monetizaciones https://www.davivienda.com/wps/portal/personas/nuevo https://www.davivienda.com/wps/portal/personas/nuevo https://www.daviviendacorredores.com/wps/wcm/connect/corredores/a7a24612-5b5c-492e-936f-5263ace3dc8c/240808_FICHA+DE+INFORMACIO_FIC_ACCIONES+GLOBALES_CON+FIRMA.pdf?MOD=AJPERES&amp;CVID=p5Ssxfh https://www.daviviendacorredores.com/wps/wcm/connect/corredores/76dc4109-3113-481b-815a-c2c188aed0e4/230428_FICHA%2BDE%2BINFORMACIO%CC%81N%2BFONDO%2BDIVERSIFICADO%2BMODERADO%2BCON%2BFIRMA%2B.pdf?MOD=AJPERES&amp;CVID=p8PYBbx https://www.daviviendacorredores.com/wps/wcm/connect/corredores/8d3dc0ea-db07-4f08-95eb-8c9cb872eb7f/240314_FICHA+DE+INFORMACIO%CC%81N+FONDO+MULTIESCALA+CON+FIRMA+.pdf?MOD=AJPERES&amp;CVID=p8PZNKl https://www.daviviendacorredores.com/wps/wcm/connect/corredores/582fb05e-9ab7-4bdb-8acd-35edbaa26d5b/240809_FICHA+DE+INFO+FONDO+DIVERSIFICADO+INTERNACIONAL+CON+FIRMA.pdf?MOD=AJPERES&amp;CVID=p4UDlR- https://www.daviviendacorredores.com/wps/wcm/connect/corredores/6f128f3b-8714-405f-a512-665017ae3ccb/230706_FICHA+DE+INFORMACIO%CC%81N+FONDO+DIVERSIFICADO+CONSERVADOR+CON+FIRMA+.pdf?MOD=AJPERES&amp;CVID=oAMSNzJ https://www.daviviendacorredores.com/wps/wcm/connect/corredores/add79437-d9f3-44fd-b531-09703ea254c6/221122_FICHA+DE+INFORMACIO%CC%81N+FONDO+RENTA+FIJA+LARGO+PLAZO+CON+FIRMA+.pdf?MOD=AJPERES&amp;CVID=p8P-fGN https://www.daviviendacorredores.com/wps/wcm/connect/corredores/6a7dca50-791a-48b9-a2fa-dac4a45ef7ac/FICHA+DE+INFORMACIO%CC%81N+FONDO+INTERE%CC%81S+CON+FIRMA_14082024.pdf?MOD=AJPERES&amp;CVID=p8Mkv35 https://www.daviviendacorredores.com/wps/wcm/connect/corredores/0f2252a6-04fb-46fe-b516-1e67c7cd0b4d/FICHA+DE+INFORMACION_FIC+FINCA+RAIZ+INTERNACIONAL.pdf?MOD=AJPERES&amp;CVID=pccRGW3",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,426,3,2025-06-03 00:00:00,"fondo_inversion, apertura, canales_virtuales",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
4935,¿Cómo solicitar el ajuste de cobro de ingreso a salas VIP?,"Acá encontrarás los tipos de ajuste de cobro por ingreso a las salas VIP, como validar los cobros de las salas VIP, Proceso de que debes hacer si eres de oficina o si eres del call center y chat para un ajuste de cobro de ingreso a salas VIPCliente desconocía el cobro: Se podrán reintegrar los cobros generados por ingreso a las salas VIP del titular principal de la tarjeta y sus invitados por una única vez si el cliente informa desconocer dicho cobro. En este caso podrás solicitar el ajuste, pero debes informar al cliente que para próximas ocasiones él debe asumir el costo, el cual puede consultar en tasas y tarifas a través de Davivienda.com.Cobro generado de manera errada:Podrás solicitar el ajuste correspondiente, recuerda que al año el cliente tiene 4 ingresos gratuitos y sus invitados pagan el ingreso a la sala desde la primera visita.¿Cómo validar los cobros?Ingresa a AS400/ TXC/ Opción 942/ Ingresa con el ID del cliente/ Seleccionas la tarjeta/ Ingresa con F2 para consultar los movimientosRealiza la búsqueda filtrando con el código de transacción 1L para consultar los ingresos del principal y IW para consultar los ingresos de los invitados e identifica si el cliente tiene cargos por este concepto.Si la transacción tiene un signo negativo a su lado, indica que ya ha sido ajustado el cobro y no habría lugar a un nuevo ajuste.Si eres de OficinaSi el cliente es RPD: Puedes solicitar el ajuste a través de cliente 360° / Ingresa sobre el producto / Solicitudes de Servicio / Solicitud / Solicitud / Control Solicitudes OficinaSolo puedes ajustar un valor máximo de $200.000El ajuste quedará aplicado en un periodo de tiempo no superior a 24 horas hábilesSi tienes dudas sobre la aplicación de esta novedad o el cliente no cumple con el perfil de RPD, puedes elegir la opción de chat para hablar con un experto.Guión para ingresar la solicitud en 360° por RPD: El cliente solicita que los cargos hechos en su tarjeta de crédito por concepto de (Ingresos salas VIP Principal / Ingresos salas VIP Invitado) del DD/MM/AAAA por valor de $ sean ajustados dado que desconocía que el Banco realizaba dicho cobro. Se le informa al cliente que este ajuste aplica por una única vez y que para próximas ocasiones él debe asumir el cobro, dado que es un cargo administrativo del Banco. Anexo datos del cliente: E-mail y TELSi eres del Call Center o el Chat:1. La atribución de ajuste para estos casos es hasta $500 Mil, si el ajuste supera este valor, debes escalar el caso con el coordinador.a. ⚠️ Ten presente que esta atribución únicamente aplica para las Tarjetas de Crédito Mastercard y Diners. Para Tarjetas Visa se debe escalar diligenciando el sheets Dragon Pass y enviándolo por correo. Conoce toda la información aquí☝2. Envía la solicitud a través de Cliente 360 en la ruta:b. Transacciones primera líneac. Ajustes especialesd. Allí se selecciona cualquiera de las 4 opciones. https://docs.google.com/spreadsheets/d/1YDO3GCTjVyhLOm7OeOoUBkyqe0QQ9TUf/edit#gid=1243839421 https://docs.google.com/spreadsheets/d/1YDO3GCTjVyhLOm7OeOoUBkyqe0QQ9TUf/edit#gid=1243839421 https://docs.google.com/presentation/d/17gtP9KTgYboNuCAeQbILWB8BTG9jENYXwxkY1vfJZEE/present?slide=id.g2c2f6b0059c_0_62 https://docs.google.com/presentation/d/17gtP9KTgYboNuCAeQbILWB8BTG9jENYXwxkY1vfJZEE/present?slide=id.g2c2f6b0059c_0_62",97,2020-01-24 00:00:00,97.0,2025-05-22 00:00:00,407,3,2025-02-07 00:00:00,"ajuste_cobro, tarjeta_credito, salas_vip",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
685,¿Cuáles son los campos obligatorios que se deben diligenciar en la macro de contratación o novedades de servicios empresariales?,"Los campos obligatorios que se deben diligenciar en la macro son las casillas en color rojo, en las casillas que no se requiera la información se debe colocar N/A. Estas son las diferentes macros:Macro de contrataciónMacro de novedadesMacro de cancelaciónMacro de servicios especializados. https://drive.google.com/drive/folders/1l229x5-8nPHo-MlOQ6EhUXQ0-RilVjJI https://drive.google.com/drive/folders/19OWWKTeMTxrdazrgctaHop-I6a9DScw3 https://drive.google.com/drive/folders/1YPO2IKi_StJPR09mk7y5W9HAv9RHNu8n https://drive.google.com/drive/folders/1g3AB4fUnQAaAwCWFNpnu0PbrXZ2eOyim",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,288,3,2025-06-03 00:00:00,"macro_contratacion, novedades_servicios, campos_obligatorios",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
997,¿Cómo habilitar o deshabilitar el acceso de un usuario a la app Empresas?,A continuación puedes validar el paso a paso para que puedas habilitar el ingreso a la App empresarial por medio de los portales Pyme o empresarial.El portal corporativo no tiene ingreso por medio de la App empresas.¿Cómo habilitar o deshabilitar el acceso de un usuario con portal Pyme a la app Empresas?Para habilitar el acceso a la App se deben seguir estos pasos:Ingresa al portal con los datos de acceso.Ubica el módulo Administración / Administración portal / Administración de usuarios.Elige el usuario a modificar y frente a él da clic en el botón Editar.Seleccione el nombre de la empresa en la opción Parámetros Transaccionales.Ubica la opción “Acceso App” y elijé Si o No según el caso.Para finalizar se deben guardar cambios.Recuerda que esta novedad solo la puede gestionar el usuario administrador por su portal.¿Cómo habilitar o deshabilitar el acceso de un usuario con portal Empresarial a la app Empresas?Para habilitar el acceso a la App por medio del portal empresarial debes seguir estos pasos:Ingresa al portal empresarial con los datos de acceso.Ubica el módulo Administración / Usuarios empresaSelecciona la opción de Buscar usuariosElige el usuario a modificar y frente a él da clic en el botón Editar..Ubica la opción “Acceso App” y elijé Si o No según el caso.Para finalizar se debe seleccionar Actualizar.Recuerda que esta novedad solo la puede gestionar el usuario administrador por su portal.,92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,288,3,2025-06-03 00:00:00,"app_empresas, acceso_usuario, habilitar_deshabilitar",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
1024,¿Cómo consultar los servicios contratados en un Portal?,"A continuación podrás validar la ruta correspondiente para la consulta de los servicios contratados por medio de los portales:¿Cómo consultar los servicios contratados en un Portal Pyme?La empresa puede consultar, contratar o eliminar servicios en el portal Pyme mediante los siguientes pasos:Ingresa al portal con los datos de acceso.Ubica la opción de administración / administración portal / Adquiera productos y servicios / Servicios del Portal.En los módulos de Servicios contratados y no contratados podrá consultar, contratar y eliminar según el criterio del administrador.Para finalizar debes dar clic en aprobar transacción y con la clave dinámica del token confirmar el cambio.¿Cómo consultar los servicios contratados en un Portal Empresarial?Para conocer los servicios contratados sigue estos pasos:Ingresa al portal empresarial con los datos de acceso.Selecciona la opción administración, ubicada al costado izquierdo de la pantalla.Elije la opción “Servicios”.Selecciona contratación de servicios.En la pantalla aparecerá la lista de los servicios contratados y el detalle de cada uno.¿Cómo consultar los servicios contratados en un Portal Corporativo?Para que puedas consultar los servicios contratados en el portal corporativo debes seguir estos pasos:Ingresa al portal corporativo con los datos de acceso.Selecciona la opción administración, ubicada al costado izquierdo de la pantalla.Elije la opción “Servicios”.En la pantalla aparecerá la lista de los servicios contratados y el detalle de cada uno.",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,288,3,2025-06-03 00:00:00,"consultar_servicios, portal, servicios_contratados",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6634,¿Es posible tener dos administradores en el portal pyme?,"Si es posible, si el administrador desea habilitar a otro usuario con el mismo rol debe realizar los siguientes pasos según aplique:Si el usuario ya está creado debe ingresar al portal por la opción Administración / Administración de portal / Administración de Usuarios y frente al usuario que desea asignar el rol de administrador selecciona acción “Editar”, confirma que los datos del usuario sean correctos y en la opción de usuario administrador selecciona“SI”, finalmente confirma los cambios digitando la clave dinámica del token.Si el usuario no está creado debe ingresar al portal por la opción Administración / Administración de portal / Administración de Usuarios y seleccionar la opción “Nuevo usuario”, digita todos los datos del nuevo usuario administradory confirma que en la opción de usuario administrador aparezca“SI”, finalmente confirma la creación digitando la clave dinámica del token.Si el usuario no está creado pero el administrador quiere que quede con las mismas atribuciones (servicios, horarios, topes por servicio, productos autorizados), podrá copiar su perfil, ingresando al portal por la opción Administración / Administración de portal / Administración de Usuarios y frente al usuario (administrador) que desea copiar selecciona la acción “Copiar”, diligencia los datos personales y confirma la creación del usuario colocando la clave dinámica del token.Recuerda que cada usuario ingresa a el portal de manera independiente con el token asignado a su cédula de ciudadanía Ten presente que en el portal Pyme se puede tener varios administradores, pero la modalidad de administrador Dual (el modelo en donde los dos deben procesar los pagos) no aplica para pyme solo empresarial y corporativo.",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,288,3,2025-06-03 00:00:00,"portal_pyme, administrador, acceso",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6896,¿Cómo hacer reposición de un cheque de gerencia vencido?,"Si el cheque es inferior a 36 meses (3 años) se podrá hacer la reposición en la oficina donde se giró por la máscara 9630.Si el cheque supera los 36 meses (3 años), se debe solicitar autorización al Departamento de Canje y Pasivo, enviando un correo con la información básica del cliente y del cheque a &lt;kmongua@davivienda.com&gt;,&lt;limaalva@davivienda.com&gt;, &lt;fsuarezr@davivienda.com&gt;, y adjuntar los siguientes documentos:Carta del cliente donde solicita la reposición del cheque.Fotocopia de la cédula del cliente e Imagen del cheque a color donde se evidencie la visación realizada de las seguridades (sello de la oficina).☝ Para tener en cuenta:En caso de que la oficina de expedición del cheque se encuentre cerrada y el cliente se acerque a otra oficina, la persona a cargo debe hacer un ingreso 40 contra un egreso 25 y reportarlo al GRP conceptos especiales &lt;grpconceptosespeciales@davivienda.com&gt; con copia a canje.Deben validar que el estado del cheque se encuentre “girado” para poder hacer la reposición y diligenciar el Formulario Novedades Productos de Captación dispuesto para el tema de anulaciones.La reposición del cheque lo puede hacer el beneficiario del título con previa autenticación del mismo.¿Cómo hacer reposición de un cheque de gerencia anulado por caducidad?Davivienda realiza trimestralmente un proceso automático de anulación de cheques de gerencia girados y no cobrados con antigüedad igual o mayor a 36 meses, al ejecutar la consulta en Teller Elevate por la máscara 521 (consulta de estado cheque / chequera) aparecerá un nuevo estado Anulado por caducidad.Para los clientes que se acerquen a las oficinas y soliciten la reposición del cheque lo podrán realizar siempre y cuando se cumplan las condiciones establecidas:Presentar el cheque físico.Debes consultar el estado del cheque.Validar que los campos: cheque, fecha, valor, y oficina coincidan con los datos del cheque físico.Verificación del documento de identificación del beneficiario del cheque.Revisar las seguridades del cheque físico (enmendaduras o adulteración de alguno de sus caracteres). https://docs.google.com/forms/d/1YlGj5YgfsHbdQddGzLyGaUpdCRNX6UYWN2kCRoDVCu4/viewform?edit_requested=true",88,2020-01-24 00:00:00,88.0,2025-05-22 00:00:00,398,3,2025-06-03 00:00:00,"cheque_gerencia, reposicion, vencido",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
7182,¿Cuál es el tope transaccional para pagos por PSE?,"En una transacción por PSE existen 2 topes:1. Tope de la empresa recaudadora: Monto por transacción que configura la empresa en el momento de vinculación al servicio, es el monto máximo por transacción que recibe el comercio.2. Tope del usuario pagador: Monto máximo para transacciones PSE que define el usuario pagador en su Banco.",92,2020-01-24 00:00:00,92.0,2025-05-22 00:00:00,318,3,2025-06-03 00:00:00,"pse, pago, tope_transaccional",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
